in_date,out_date
2000-12-22,2001-02-23
2001-05-23,2001-07-12
2001-11-15,2002-02-04
2002-03-26,2002-06-18
2002-10-25,2003-01-17
2003-04-29,2003-11-17
2004-01-09,2004-03-30
2004-07-05,2005-04-15
2005-06-24,2006-06-15
2006-08-25,2007-03-05
2007-05-16,2008-01-15
2008-04-28,2008-06-20
2009-01-06,2009-03-02
2009-03-26,2009-12-17
2010-01-19,2010-01-22
2010-04-07,2010-05-19
2010-07-26,2011-02-10
2011-04-15,2011-06-08
2011-12-02,2012-03-30
2012-09-13,2013-03-13
2013-08-13,2013-11-08
2013-11-21,2014-01-10
2014-04-08,2014-11-20
2015-02-09,2015-07-08
2015-10-16,2016-01-05
2016-03-21,2016-06-15
2016-07-12,2016-12-05
2017-02-13,2017-04-20
2017-05-10,2018-03-23
2018-11-02,2019-05-14
2019-07-05,2019-08-08
2019-11-04,2020-03-03
2020-05-11,2021-03-15
2021-07-09,2021-09-20
2022-01-21,2022-02-21
2022-06-27,2022-08-22
2022-11-16,2023-02-24
2023-08-01,2023-09-27
2024-04-25,2024-07-08
2024-09-19,2025-01-06
2025-02-17,2025-11-17
2026-01-19,2026-03-05
2026-04-21,2026-06-01
