in_date,out_date
2009-05-27,2011-07-08
2012-09-21,2015-07-24
2016-07-01,2018-10-19
2019-07-05,2020-04-10
2020-07-31,2022-05-06
2023-03-17,2025-04-18
2025-09-19,2026-05-15
