symbol,timeframe,compression,mtm_len,mtm_fast,mtm_slow,macd_fast,macd_slow,macd_sig,winrate,profitfactor,netprofit,trades
GLD,bt.TimeFrame.Days,8,31,9,16,11,16,17,60.0,8.11678549347027,3592.25,15
PLD,bt.TimeFrame.Days,3,21,17,21,11,16,9,61.54,2.0694076182111147,1724.49,39
PLT,bt.TimeFrame.Days,8,11,13,16,1,21,17,61.9,3.817940429599142,2130.46,21
SLV,bt.TimeFrame.Days,5,11,17,1,6,21,9,60.0,9.48796706196823,93.96,25
